Q221310,Anggun C. Sasmi,penyanyi-penulis lagu Indonesia-Prancis 
Q108894413,M . Tsalits Fahami,Indonesian politician (born 1959 in Lamongan)
Q108894416,Marzuqi,Indonesian politician (born 1971 in Lamongan)
Q108894420,Muhammad F. Mubaroq,Indonesian politician (born 1987 in Lamongan)
Q108894421,Djafar Hs,Indonesian politician (born 1960 in Lamongan)
Q108894427,Farhan Effendy,Indonesian politician (born 1976 in Lamongan)
Q108894430,Hendra Suwardana,Indonesian politician (born 1980 in Lamongan)
Q108894433,Kh. Musthofa Muntasam,Indonesian politician (born 1963 in Lamongan)
Q108894436,Turmidzi Muntasib,Indonesian politician (born 1965 in Lamongan)
Q108894441,R. Suharjito,Indonesian politician (born 1969 in Lamongan)
Q108894453,Choirul Huda,Indonesian politician (born 1967 in Lamongan)
Q108894783,Ahmad Shofi Azzaki,Indonesian politician (born 1983 in Jombang)
Q108895719,Munif Na'im,Indonesian politician (born 1964 in Lamongan)
Q108895721,Khoirul Alim,Indonesian politician (born 1977 in Jombang)
Q108896696,Agus Sudarmadji,Indonesian politician (born 1965 in Jombang)
Q108901441,Nurul Hidayatul Ummah,Indonesian politician (born 1991 in Lamongan)
Q108901496,Muhamad Sirot,Indonesian politician (born 1964 in Jombang)
Q108901502,Sindu Malik Pribadi,Indonesian politician (born 1955 in Jombang)
Q108901526,Hizbiyah Rochim,Indonesian politician (born 1947)
Q108901953,R. Herlambang Amin Setyoadi,Indonesian politician (born 1966 in Jombang)
Q108901973,Aries Sugi Hartono,Indonesian politician (born 1972 in Lamongan)
Q109551190,Gale Ligiro,penyanyi
Q109701875,Lukman Hakim,political candidate (from Mojokerto; district Jatim VIII in 2009)
Q19755830,Frederique Mathilde Stoll,
Q21553460,Eulalia Sieburgh,female artist (1865-1949)
Q27869984,Wandry Kurniawan Saputra,badminton player
Q29011369,Soen Ing Oen,"professor of petrology, Mineralogy and Ore Geology, University of Amsterdam and the Free University"
Q42941020,Christine van Lennep,Dutch female tennis player (1872-1959)
Q45202850,Anna Stibbe,Dutch pianist and composer (1879-1956)
Q46862210,Maurice Boyer,Dutch photographer
Q53939081,Jan Six IX,(1919-1999)
Q55673531,Willem R. Bisschop,
Q96988795,Soehartono,Indonesian politician
Q106079812,evi muafiah,rektor IAIN Ponorogo
Q108892063,Heri Sanyoto,Indonesian politician (born 1962 in Madiun)
Q108892552,Tri Ruswati,Indonesian politician (born 1972 in Madiun)
Q108892605,Ernawati Yohana Sundari,Indonesian politician (born 1967 in Madiun)
Q108893094,Bra. Putri Woelan Sari Dewi,Indonesian politician (born 1983 in Madiun)
Q108893213,Yeni Priatna Sari,Indonesian politician (born 1977 in Madiun)
Q108893261,Pinasti Ima Hm,Indonesian politician (born in Madiun)
Q108893411,Sri Djoharwinarlien,Indonesian politician (born 1947 in Madiun)
Q108893491,Juli Wibowo,Indonesian politician (born 1969 in Madiun)
Q108893537,Hari Purnomo Setyo,Indonesian politician (born 1962 in Madiun)
Q108893606,Setiawati,Indonesian politician (born 1972 in Madiun)
Q108893607,Taufik Gani M,Indonesian politician (born 1959)
Q108893649,Imam Sosialis,Indonesian politician (born 1954 in Madiun)
Q108893857,Nurahman Joko Wiryanu,Indonesian politician (born 1967 in Madiun)
Q108893931,Sri Wahyuningsih,Indonesian politician (born 1945 in Madiun)
Q108894692,Khoirun Niswah S.Pd.I,Indonesian politician (born 1975 in Kediri)
Q108896692,Rm Djoko Budi Suharnowo,Indonesian politician (born 1953 in Kediri)
Q108901495,Sri Winarsih,Indonesian politician (born 1965 in Kediri)
Q108901869,Rudy Setia Wibisono,Indonesian politician (born 1968 in Kediri)
Q108901928,Ghanum Fajar Hadi,Indonesian politician (born 1969 in Kediri)
Q108901930,Suryo Busono,Indonesian politician (born 1959 in Kediri)
Q108901963,Y.V.A. Riono,Indonesian politician (born 1961 in Kediri)
Q108901972,Ari Ekowati,Indonesian politician (born 1970 in Kediri)
Q108902097,Rozaq Asyhari,Indonesian politician (born 1982 in Kediri)
Q108903024,Didie Wijoyono Soewondho,Indonesian politician (born 1951 in Kediri)
Q108903336,Insaf Budi Wibowo,Indonesian politician (born 1968 in Kediri)
Q109939687,Marie Antonia barones van Heeckeren van Molecaten-Nitschmann,
Q19863165,Mari Paul Voûte,art collector and director Vereniging Rembrandt from 1912-1928
Q20205176,Coenraad Reinold de Vos van Steenwijk,(1940-1941)
Q21547612,G. Hekkelman,
Q25467446,Septian Putra Manuel,
Q27893245,Bimo Adi Prakoso,badminton player
Q43677885,Maria ter Kuile,
Q108893978,Dewi Utari Nurini,Indonesian politician (born 1957 in Madiun)
Q108894007,Lina Rahmawati,Indonesian politician (born 1971 in Madiun)
Q108894068,Denny Purwandari,Indonesian politician (born 1971 in Madiun)
Q108894158,Fifth Ernawaty,Indonesian politician (born 1970 in Madiun)
Q108894178,Totok Edi Koesbyantoro,Indonesian politician (born 1955)
Q108894216,Sisca Dewi Hermawati,Indonesian politician (born 1979 in Madiun)
Q108894217,Imam Suprapta,Indonesian politician (born 1970 in Madiun)
Q108894253,Bambang Yudho Utomo,Indonesian politician (born 1958 in Madiun)
Q108894270,Lilis Handayati,Indonesian politician (born 1969 in Madiun)
Q108894271,Yudhi Wurjanto,Indonesian politician (born 1959 in Madiun)
Q108895718,Muhammad Rozai,Indonesian politician (born 1975 in Madiun)
Q108895775,Bakhtiar Muhamad Nurhadi,Indonesian politician (born 1966 in Madiun)
Q108896680,Yeny Susana,Indonesian politician (born 1969 in Madiun)
Q108901889,R Kunheruhardjo. Se.Si,Indonesian politician (born 1950)
Q108901958,Irawan Leksono,Indonesian politician (born 1968 in Madiun)
Q108903026,Teguh Santoso Cahya Nugroho,Indonesian politician (born 1984 in Madiun)
Q110793521,Bossman Mardigu Sontoloyo Wp,guest on Deddy Corbuzier Podcast
Q111967222,Henri Anton Coors,military officer
Q19343960,Oscar Emile ridder van Rappard,Dutch noble (1868-1938)
Q64058068,Abdul Manan Syukur,ulama' Indonesia
Q88472336,Emilie Marie Julie Gonsalves,editor
Q96987603,Supriyanto,Indonesian politician
Q96988042,Nasyirul Falah Amru,Indonesian politician
Q97590759,Sareh Wiyono,Indonesian politician
Q97590813,Kuswiyanto,Indonesian politician
Q105660695,Siti Soendari,wartawan Indonesia
Q105942244,Yuyun Rohmawati,Mahasiswi Pascasarjana UIN Malang
Q106155551,Raden Ayu Aisah Bintang Abdulkadir,Panitia Kongres Perempuan Pertama Indonesia
Q106879365,Gilang Herlambang,pelawak tunggal Indonesia
Q107586713,Erni Suyanti Musambe,pegiat konservasi harimau sumatra
Q108901986,Yuliastuti,Indonesian politician (born 1968 in Lamongan)
Q108901987,Nurhadi,Indonesian politician (born 1957 in Lamongan)
Q108903027,Subhan Sutrisno,Indonesian politician (born 1963 in Lamongan)
Q112875410,Dian Fitri Ramadhani,penyanyi dan penari
Q97590540,Slamet Junaedi,Indonesian politician
Q108903016,Hari Putri Lestari,Indonesian politician (born 1967)
Q108903034,Elvier Ariadiannie Soedarto Poetri Mars,Indonesian politician (born 1968 in Surabaya)
Q108903234,Mila Machmudah,Indonesian politician (born 1972 in Surabaya)
Q109448523,Bambang Suryadi,Indonesian politician (born 1957 in Surabaya)
Q109938069,Anna Gerdes Oosterbeek,
Q109939144,Adolf Pereira,
Q110361490,Jan Rudolf Penning Nieuwland,Military officer
Q110362776,Petrus Marinus Isaacus Penning Nieuwland,Military officer
Q110471495,Djien Liem,researcher
Q111197873,Niniek Kun Naryatie,diplomat Indonesia
Q111328015,Kathleen Gondoutomo,pengusaha Indonesia
Q111342484,Liana Gonta Widjaja,pengusaha Indonesia
Q112121546,Bernardus Lammerts van Bueren,doctor of medicine
Q113289739,Jacob Hendrik Buijten,Government Navy personel
Q113549022,Louis De Lussanet,
Q17410411,Aviliani,Ahli ekonomi asal Indonesia
Q23771294,Herlambang Hashemi,
Q48799604,Huub Hovens,Dutch creator
Q25467439,Goldi Senna Prabowo,
Q107270526,Adenanta Putra,Indonesian motorcycle rider
Q108892172,Fahrus Zaman Fadly,Indonesian politician (born 1974 in Pamekasan)
Q108893395,R. Chairul Saleh,Indonesian politician (born 1957 in Pamekasan)
Q108893629,Asma Zubaidah,Indonesian politician (born 1986 in Pamekasan)
Q108893659,Budi Hermawan,Indonesian politician (born 1968 in Pamekasan)
Q108893918,Masduki,Indonesian politician (born 1966 in Pamekasan)
Q108894456,Abdullah Ibrahim,Indonesian politician (born 1968 in Pamekasan)
Q108894460,Daeng Faqih,Indonesian politician (born 1969 in Pamekasan)
Q108894707,Nihayati Ussaadah,Indonesian politician (born in Pamekasan)
Q108894711,Amiris Sholehah,Indonesian politician (born 1983 in Pamekasan)
Q108894712,Ahmad Busri,Indonesian politician (born 1983 in Pamekasan)
Q108894730,Kh. Abdul Salam Syah,Indonesian politician (born 1955 in Pamekasan)
Q108894742,Sulkarnain Iskandar,Indonesian politician (born in Pamekasan)
Q108894743,Fitriyah Al Fudailah,Indonesian politician (born 1986 in Pamekasan)
Q108894744,Agus Sugiyardi,Indonesian politician (born 1965 in Pamekasan)
Q108894747,Sabran Sanaf,Indonesian politician (born 1976 in Pamekasan)
Q108894748,Roro Latifah Noor,Indonesian politician (born 1967 in Pamekasan)
Q108894749,Hanif,Indonesian politician (born 1991 in Pamekasan)
Q108894760,Fatmawati,Indonesian politician (born 1983 in Pamekasan)
Q108894762,Baisuni,Indonesian politician (born 1984 in Pamekasan)
Q108894763,Kamil,Indonesian politician (born 1966 in Pamekasan)
Q108901897,Muhdlar Abdullah,Indonesian politician (born 1954 in Pamekasan)
Q108901904,Abdullah Baidawi,Indonesian politician (born 1957 in Pamekasan)
Q108901923,Fathorrahman Fadli,Indonesian politician (born 1971 in Pamekasan)
Q108901990,Boy Suhari Sajidin,Indonesian politician (born 1949 in Pamekasan)
Q108901995,Nurul Hidayati Rachmad,Indonesian politician (born 1968 in Pamekasan)
Q108903029,Rp. Ahmad Mujahid Ansori,Indonesian politician (born 1968 in Pamekasan)
Q108903030,Muniratul Fajariyah,Indonesian politician (born 1989 in Pamekasan)
Q61721641,Willem Marloed Zilver Rupe,Dutch photographer
Q63003070,Johan Willy Barents,Dutch university teacher (1921-1992)
Q82570156,Johannes Berthus Avé,
Q89425623,J.L. Kern-Esbach,Dutch author (1929-2014)
Q94832731,Alexander Rosenlehner,
Q96988033,Andreas Eddy Susetyo,Indonesian politician
Q96988790,Kresna Dewanata Phrosakh,Indonesian politician
Q97590567,Peggi Patrisia Pattipi,Indonesian politician
Q97590736,Indro Hananto,Indonesian politician
Q107549618,P.R. Wouters,
Q108886983,I G Agung Putri Astrid,Indonesian politician (born 1967 in Malang)
Q108889833,Leoni Agustina Diani,Indonesian politician (born 1982 in Malang)
Q108889893,Ida Laksmiwati,Indonesian politician (born 1955 in Malang)
Q108890102,Yurine,Indonesian politician (born 1969 in Malang)
Q108890490,Luki Widiastuti T,politisi Indonesia
Q108891318,Devita Ernanda,Indonesian politician (born 1964 in Malang)
Q108891321,Tiara Wulan Juli,Indonesian politician (born 1978 in Malang)
Q108892161,Moch. A Wiguna,Indonesian politician (born 1956 in Malang)
Q108893218,Edy Faisal,Indonesian politician (born 1970 in Malang)
Q108893374,Rm. Bambang Soedradjat,Indonesian politician (born 1953 in Malang)
Q108893377,Joes Prananto,Indonesian politician (born 1962 in Malang)
Q108893497,Imam Sunardhi,Indonesian politician (born in Malang)
Q108893615,Bagus Prambudian Ayudanto,Indonesian politician (born 1985 in Malang)
Q108893639,Lulik Silviatul Aliyah,Indonesian politician (born 1983 in Malang)
Q108893711,Taufiq Hidayat,Indonesian politician (born 1965)
Q108893861,Ummi Azizah Rachmawati,Indonesian politician (born 1976 in Malang)
Q108893863,Haris Subagio,Indonesian politician (born 1960 in Malang)
Q108893864,Didik Soewandi,Indonesian politician (born 1959 in Malang)
Q108893865,Siti Fatimah,Indonesian politician (born 1978 in Malang)
Q108893870,Iskandar Zulkarnaen,Indonesian politician (born 1966 in Malang)
Q108893874,Hasanudin Wahid,Indonesian politician (born 1975 in Malang)
Q108893876,Arief Wahyudi,Indonesian politician (born 1960 in Malang)
Q108893878,Grace Rosaline Octavianus,Indonesian politician (born 1962 in Malang)
Q108893882,H Nurul Yakin Ishaq,Indonesian politician (born 1965 in Malang)
Q108893884,Eddy Sukaton Saputra Sh,Indonesian politician (born 1954 in Malang)
Q108893886,Taufik Iman Santoso,Indonesian politician (born 1963 in Malang)
Q108893888,Abdul Mujib Syadzili,Indonesian politician (born 1967 in Malang)
Q108893889,Harahap Mas'ud,Indonesian politician (born 1957 in Malang)
Q108893911,Pindrawati,Indonesian politician (born 1970 in Malang)
Q108893913,Imron Rosyadi Hamid,Indonesian politician (born 1971 in Malang)
Q108893920,Marlin Wibowo,Indonesian politician (born 1951 in Malang)
Q108893922,Suslam Pratamaningtyas,Indonesian politician (born 1956 in Malang)
Q108893937,Drg. Richyani Swanghayu Putri,Indonesian politician (born 1984 in Malang)
Q108893941,Agus Wahyudi,Indonesian politician (born 1970 in Malang)
Q108893944,Taufik Hidayat,Indonesian politician (born 1964 in Malang)
Q108894005,Ananto Pratikno,Indonesian politician (born 1975 in Malang)
Q108894099,Saputro Satriyo,Indonesian politician (born 1947 in Malang)
Q108894116,Diah Ekaningtias,Indonesian politician (born 1959 in Malang)
Q108894214,Tulus Sukaryanto,Indonesian politician (born 1956 in Malang)
Q108894737,Risa Febrian,Indonesian politician (born 1983 in Malang)
Q108895733,Rusli,Indonesian politician (born 1950 in Malang)
Q108896594,Sophian Andi,Indonesian politician (born 1973 in Malang)
Q108901679,Agung Mozin,Indonesian politician (born 1960 in Malang)
Q108901873,Wisnu Wardhana,Indonesian politician (born 1961 in Malang)
Q108901913,Endang Agustini,Indonesian politician (born 1949)
Q108901914,Kh Dahlan Tamrin,Indonesian politician (born 1950 in Malang)
Q108901948,Syaifuddin,Indonesian politician (born 1972 in Malang)
Q108901957,Retno Indrawati,Indonesian politician (born 1968 in Malang)
Q108902981,Pandji Hadinoto,Indonesian politician (born 1948 in Malang)
Q108903048,Yoyok Heru Prasetyo Adi,Indonesian politician (born 1964 in Malang)
Q66041108,Zulfikar Mohammad Basyaiban,Qari
Q83986518,Dedik Santosa,Blogger
Q84593456,Ferry Herrebrugh,
Q96986912,H. Syaiful Huda,Indonesian politician
Q96986947,"Syaikhul Islam, Lc, M.Sosio",Indonesian politician
Q96987318,Farida Hidayati,Indonesian politician
Q97590560,Anna Mu'awanah,Indonesian politician
Q108888573,Fathol Bari,Indonesian politician (born 1974 in Sumenep)
Q108890452,Salim Syihab,Indonesian politician (born 1967)
Q108890481,Ida Hastuti Listiantini,politisi Indonesia
Q108891156,Heri Firdaus,Indonesian politician (born 1973 in Sumenep)
Q108891192,Akhmad Suhaimi,Indonesian politician (born 1982 in Sumenep)
Q108892598,Sri Setiati,Indonesian politician (born 1947 in Tuban)
Q108893009,Zainal Abidin Amir,Indonesian politician (born 1973 in Sumenep)
Q108893370,Al Masudah,Indonesian politician (born 1985 in Tuban)
Q108893444,Gede Widiade,Indonesian politician (born 1965 in Tuban)
Q108893447,Abdul Qoyyum,Indonesian politician (born 1982 in Tuban)
Q108893528,Syafrudin Budiman,Indonesian politician (born 1980 in Sumenep)
Q108893563,Syaifur Rahman,Indonesian politician (born 1979 in Sumenep)
Q108893638,Zaini Rahman,Indonesian politician (born 1972)
Q108893731,Mahfud Mn,Indonesian politician (born 1961 in Sumenep)
Q108893929,Tantri Bararoh,Indonesian politician (born 1968 in Tuban)
Q108894193,Abd Haris,Indonesian politician (born 1973)
Q108894208,Ahmad Sholikhin Ruslie,Indonesian politician (born 1969 in Tuban)
Q108894298,Machfudz,Indonesian politician (born 1962 in Tuban)
Q108894305,Hm. Ridlwan Hambali,Indonesian politician (born 1968 in Tuban)
Q108894311,Zainur Rofiq,Indonesian politician (born 1967 in Tuban)
Q108894746,Ach Rubaie,Indonesian politician (born 1958)
Q111360285,Arlida Putri,penyanyi asal Indonesia
Q112035045,Tia Fitriani,Politikus indonesia
Q61848899,Nora Schnitzler,Dutch illustrator
Q63003054,Louis Arnold,Dutch university teacher
Q63003253,Bernardus Heyman,Dutch university teacher
Q63004378,Otto Cornelis Wit,Dutch university teacher
Q68459576,Frits Donker Duyvis,Dutch documentalist
Q74621963,Charles Emile Benjamins,
Q74621983,Eelco Huizinga,
Q75977812,Lee Chin Koon,shopkeeper born 1903; father of Lee Kuan Yew
Q82575004,Karel Lourens van Schouwenburg,
Q83287502,Henrij Beingsick,photographer (1849-1889)
Q86074250,Hieronymus van Alphen,
Q93085224,Armand Wahyudi Hartono,
Q96987574,Harry Poernomo,Indonesian politician
Q96988010,Rahmad Handoyo,Indonesian politician
Q96988390,Mujib Rohmat,Indonesian politician
Q97200403,Chelzea Verhoeven,pemeran perempuan asal Indonesia
Q97398180,Boudewijn Cornelis George Korsmit,
Q97497471,Françoise Daendels,
Q102226353,Roy T.T. Tan,
Q102305444,Dirk van der Waaij,Ph.D.
Q105363055,Gisela Dreyling,German botanist and university teacher (*1940)
Q105952199,Theodora Walandouw,politikus Indonesia
Q106070984,Anna Avantie,perancang busana asal Indonesia
Q106516850,Jan Rottier,Military officer
Q107282738,Irfan Ardiansyah,Indonesian motorcycle rider
Q107551692,Tineke Robson-Augustijn,
Q107561880,Tandiyo Rahayu,akademisi dan pakar pendidikan jasmani asal Indonesia
Q108008371,Felix Marie Jacques Arnold Lublink Weddik,Attorney
Q108888574,Budi Priyatno,Indonesian politician (born 1965 in Semarang)
